Name,Label,Codes,Type,Description,Study,Dataset
A1SA12D,Irritability frequency (30 days),"1, ALMOST EVERYT DAY | 2, SEVERAL TIMES A WEEK | 3, ONCE A WEEK | 4, SEVERAL TIMES A MONTH | 5, ONCE A MONTH | 6, NOT AT ALL | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA12E,Hot flushes/flashes frequency (30 days),"1, ALMOST EVERYT DAY | 2, SEVERAL TIMES A WEEK | 3, ONCE A WEEK | 4, SEVERAL TIMES A MONTH | 5, ONCE A MONTH | 6, NOT AT ALL | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA12G,Falling/staying sleep frequency (30 days),"1, ALMOST EVERYT DAY | 2, SEVERAL TIMES A WEEK | 3, ONCE A WEEK | 4, SEVERAL TIMES A MONTH | 5, ONCE A MONTH | 6, NOT AT ALL | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA13A,Felt so sad nothing could cheer frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA13B,Felt nervous frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA13C,Felt restless frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA13D,Felt hopeless frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA13E,Felt everything was effort frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA13F,Felt worthless frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA14,More or less than usual negative feelings (30 days),"1, A LOT MORE OFTEN THAN USUAL | 2, SOMEWHAT MORE OFTEN THAN USUAL | 3, A LITTLE MORE OFTEN THAN USUAL | 4, ABOUT THE SAME AS USUAL | 5, A LITTLE LESS OFTEN THAN USUAL | 6, SOMEWHAT LESS OFTEN THAN USUAL | 7, A LOT LESS OFTEN THAN USUAL | 97, DONT KNOW | 98, REFUSED | 99, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA15B,Felt good spirits frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA15D,Felt calm and peaceful frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA15E,Felt satisfied frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA15F,Felt full of life frequency (30 days),"1, ALL THE TIME | 2, MOST OF THE TIME | 3, SOME OF THE TIME | 4, A LITTLE OF THE TIME | 5, NONE OF THE TIME | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA2,Rate health 10 years ago,"-1, RESPONDENT DOES NOT HAVE SAQ DATA | 0, WORST | 10, BEST | 97, DONT KNOW | 98, REFUSED | 99, INAPP",Code,,MIDUS 1 Project 1,M1P1
A1SA3,Rate health 10 years future,"-1, RESPONDENT DOES NOT HAVE SAQ DATA | 0, WORST | 10, BEST | 97, DONT KNOW | 98, REFUSED | 99, INAPP",Code,,MIDUS 1 Project 1,M1P1
A1SA37A,Number of times psychiatrist for mental health (12 months),,Numeric,,MIDUS 1 Project 1,M1P1
A1SA37C,Number of times counselor for mental health (12 months),,Numeric,,MIDUS 1 Project 1,M1P1
A1SA37D,Number of times religious for mental health (12 months),,Numeric,,MIDUS 1 Project 1,M1P1
A1SA39E,Exercise/movement therapy frequency (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA39F,Herbal therapy frequency (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA39I,Hypnosis frequency (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA39K,Massage therapy frequency (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA39L,Prayer/other spiritual frequency (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA39O,Spiritual healing by others frequency (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA4,Rate control over health,"0, NONE | 10, VERY MUCH | 97, DONT KNOW | 98, REFUSED | 99, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA40G,Used marijuana/hashish on own ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA40H,Used cocaine/crack on own ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA41,Number of times substance more than intended (12 months),"1, NEVER | 2, ONCE OR TWICE | 3, 3 TO 5 TIMES | 4, 6 TO 10 TIMES | 5, 11 TO 20 TIMES | 6, MORE THAN 20 TIMES | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA43B,Emotional problems from substance (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA43C,Strong desire for substance (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA44B,Emotional problems from drinking (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA44C,Desire/urge from drinking (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA5,Rate thought/effort put into health,"0, NONE | 10, VERY MUCH | 97, DONT KNOW | 98, REFUSED | 99, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA6A,Compare energy now to 5 years ago,"1, BETTER NOW | 2, NO CHANGE | 3, WORSE NOW | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA6B,Compare fitness now to 5 years ago,"1, BETTER NOW | 2, NO CHANGE | 3, WORSE NOW | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA6C,Compare physique/figure now to 5 years ago,"1, BETTER NOW | 2, NO CHANGE | 3, WORSE NOW | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA6D,Compare weight now to 5 years ago,"1, BETTER NOW | 2, NO CHANGE | 3, WORSE NOW | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA7B,Things I can do to reduce heart attack risk,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA7C,Things I can do to reduce cancer risk,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA7D,I work hard at trying to stay healthy,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA7E,Getting better is in doctor’s hands,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA7F,Difficult to get good medical care,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA8B,Sudden loud noises really bother me,"1, NOT AT ALL TRUE | 2, A LITTLE BIT TRUE | 3, MODERATELY TRUE | 4, EXTREMELY TRUE | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA9C,Other lung problems ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA9P,Lupus/autoimmune disorder ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA9T,Anxiety/depression ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA9U,Alcohol/drug problem ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA9W,Chronic sleep problems ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SA9X,Diabetes/high blood sugar ever (12 months),"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SCHANG,Lower Aspirations (Secondary Control),,Numeric,,MIDUS 1 Project 1,M1P1
A1SCHRON,Number of Chronic Conditions (12 months),,Numeric,,MIDUS 1 Project 1,M1P1
A1SCHROX,Having Any Chronic Conditions (12 months),"0, NO | 1, YES | 9, NOT CALCULATED | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SCTRL,Sense of Control (Mastery + Constraints),,Numeric,,MIDUS 1 Project 1,M1P1
A1SDIREC,Self Directedness and Planning,,Numeric,,MIDUS 1 Project 1,M1P1
A1SE13,Mother - Relationship with,"1, EXCELLENT | 2, VERY GOOD | 3, GOOD | 4, FAIR | 5, POOR | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE14C,Mother - Love and affection,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE14F,Mother - Strictness,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE14H,Mother - Punishment,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE15,Father - Relationship with,"1, EXCELLENT | 2, VERY GOOD | 3, GOOD | 4, FAIR | 5, POOR | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE16C,Father - Love and affection,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE16D,Father - Time and attention,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE16H,Father - Punishment,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE17F,Physical abuse - mother,"1, OFTEN | 2, SOMETIMES | 3, RARELY | 4, NEVER | 6, DOES NOT APPLY | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE17G,Physical abuse - father,"1, OFTEN | 2, SOMETIMES | 3, RARELY | 4, NEVER | 6, DOES NOT APPLY | 7, DONT KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SE2,Born in US,"1, YES | 2, NO | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1R,Judge self by what I think is important,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1S,Little can do to change important things,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1T,Helpless dealing with problems of life,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1U,Do just about anything I set my mind to,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1V,Others determine what I can and cannot do,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1W,What happens in life is beyond my control,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1X,"When really want something, find way","1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF1Y,Many things interfere with what I want do,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF2K,Men should share equally with their wives in taking care of children,"1, AGREE STRONGLY | 2, AGREE SOMEWHAT | 3, AGREE A LITTLE | 4, DON'T KNOW | 5, DISAGREE A LITTLE | 6, DISAGREE SOMEWHAT | 7, DISAGREE STRONGLY | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3A,Where there's a will there's a way,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3B,Do what can to change for better,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3C,"If expectation not being met, lower them","1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3D,"To avoid disappointments, don't set goals too high","1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3E,Learn meaningful from difficult situation,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3F,Relieved when let go of responsibilities,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3FF,Deal with own problems myself,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3G,"Even when feel too much, get it all done","1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3GG,Asking others comes naturally for me,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3H,Find different way of looking at things,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3J,"When problems, don't give up until solve them","1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3K,Rarely give up even when get tough,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3KK,Prefer to make decisions on own,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3L,"Can't get want, assume goals unrealistic","1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3N,Find positive even in worst situations,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3O,Like to make plans for future,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3Q,I live one day at a time,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3R,Head off bad thing before happen,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3T,Helpful to set goals for near future,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF3U,Too many things today to worry about tomorrow,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF4N,Creative describes you how well,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF4O,Assertive describes you how well,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF4Q,Imaginative describes you how well,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF4S,Calm describes you how well,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
A1SF4X,Careless describes you how well,"1, A LOT | 2, SOME | 3, A LITTLE | 4, NOT AT ALL | 7, DON'T KNOW | 8, REFUSED | 9, INAPP | -1, RESPONDENT DOES NOT HAVE SAQ DATA",Code,,MIDUS 1 Project 1,M1P1
